Datum,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note
2024-11-02,MFP iOS calorie adjustment,Ausdauer,93.0,1,,,,5622,
2024-11-03,MFP iOS calorie adjustment,Ausdauer,44.0,1,,,,2988,
2024-11-04,Krafttraining (Gewichtheben),Ausdauer,352.0,61,,,,,
2024-11-04,MFP iOS calorie adjustment,Ausdauer,52.0,1,,,,12256,
2024-11-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,108.0,11,,,,,
2024-11-05,Krafttraining (Gewichtheben),Ausdauer,214.0,27,,,,,
2024-11-05,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,5009,
2024-11-06,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,206.0,20,,,,,
2024-11-06,Krafttraining (Gewichtheben),Ausdauer,488.0,76,,,,,
2024-11-06,MFP iOS calorie adjustment,Ausdauer,39.0,1,,,,14369,
2024-11-07,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,184.0,21,,,,,
2024-11-07,Krafttraining (Gewichtheben),Ausdauer,398.0,73,,,,,
2024-11-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5604,
2024-11-08,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,189.0,20,,,,,
2024-11-08,Krafttraining (Gewichtheben),Ausdauer,224.0,35,,,,,
2024-11-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3347,
2024-11-09,Krafttraining (Gewichtheben),Ausdauer,334.0,45,,,,,
2024-11-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1648,
2024-11-10,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,623,
2024-11-11,MFP iOS calorie adjustment,Ausdauer,42.0,1,,,,3973,
2024-11-12,MFP iOS calorie adjustment,Ausdauer,23.0,1,,,,1916,
2024-11-13,MFP iOS calorie adjustment,Ausdauer,28.0,1,,,,2412,
2024-11-14,MFP iOS calorie adjustment,Ausdauer,40.0,1,,,,3243,
2024-11-15,Krafttraining (Gewichtheben),Ausdauer,325.0,66,,,,,
2024-11-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4341,
2024-11-16,Krafttraining (Gewichtheben),Ausdauer,400.0,54,,,,,
2024-11-16,MFP iOS calorie adjustment,Ausdauer,3.0,1,,,,7254,
2024-11-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,196,
2024-11-18,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,206.0,21,,,,,
2024-11-18,Krafttraining (Gewichtheben),Ausdauer,303.0,53,,,,,
2024-11-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5531,
2024-11-19,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,152.0,15,,,,,
2024-11-19,Krafttraining (Gewichtheben),Ausdauer,466.0,75,,,,,
2024-11-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4906,
2024-11-20,Krafttraining (Gewichtheben),Ausdauer,427.0,60,,,,,
2024-11-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4358,
2024-11-21,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,151.0,15,,,,,
2024-11-21,Krafttraining (Gewichtheben),Ausdauer,403.0,63,,,,,
2024-11-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4117,
2024-11-22,Krafttraining (Gewichtheben),Ausdauer,558.0,86,,,,,
2024-11-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2176,
2024-11-25,Krafttraining (Gewichtheben),Ausdauer,339.0,72,,,,,
2024-11-26,Krafttraining (Gewichtheben),Ausdauer,354.0,61,,,,,
2024-11-27,Krafttraining (Gewichtheben),Ausdauer,479.0,79,,,,,
2024-11-28,Krafttraining (Gewichtheben),Ausdauer,338.0,70,,,,,
2024-11-30,"""Schwimmen, Freistil, leichte/mäßige Anstrengung""",Ausdauer,144.0,29,,,,,
2024-11-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,571,
2024-12-01,MFP iOS calorie adjustment,Ausdauer,25.0,1,,,,2892,
2024-12-02,Krafttraining (Gewichtheben),Ausdauer,331.0,62,,,,,
2024-12-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6162,
2024-12-03,Krafttraining (Gewichtheben),Ausdauer,491.0,77,,,,,
2024-12-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1449,
2024-12-04,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,149.0,15,,,,,
2024-12-04,Krafttraining (Gewichtheben),Ausdauer,473.0,73,,,,,
2024-12-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2708,
2024-12-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,30.0,3,,,,,
2024-12-05,Krafttraining (Gewichtheben),Ausdauer,444.0,73,,,,,
2024-12-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5559,
2024-12-06,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,167.0,17,,,,,
2024-12-06,Krafttraining (Gewichtheben),Ausdauer,422.0,74,,,,,
2024-12-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1103,
2024-12-07,Krafttraining (Gewichtheben),Ausdauer,246.0,43,,,,,
2024-12-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2872,
2024-12-08,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,928,
2024-12-09,Krafttraining (Gewichtheben),Ausdauer,395.0,88,,,,,
2024-12-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4084,
2024-12-10,Krafttraining (Gewichtheben),Ausdauer,613.0,121,,,,,
2024-12-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2636,
2024-12-11,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,140.0,15,,,,,
2024-12-11,Krafttraining (Gewichtheben),Ausdauer,405.0,82,,,,,
2024-12-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4649,
2024-12-12,Krafttraining (Gewichtheben),Ausdauer,476.0,73,,,,,
2024-12-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7509,
2024-12-13,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,109.0,11,,,,,
2024-12-13,Krafttraining (Gewichtheben),Ausdauer,629.0,106,,,,,
2024-12-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2012,
2024-12-16,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,114.0,12,,,,,
2024-12-16,Krafttraining (Gewichtheben),Ausdauer,510.0,93,,,,,
2024-12-17,Krafttraining (Gewichtheben),Ausdauer,455.0,84,,,,,
2024-12-18,Krafttraining (Gewichtheben),Ausdauer,294.0,58,,,,,
2024-12-19,Krafttraining (Gewichtheben),Ausdauer,419.0,79,,,,,
2024-12-20,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,139.0,16,,,,,
2024-12-20,Krafttraining (Gewichtheben),Ausdauer,473.0,76,,,,,
2024-12-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1442,
2024-12-21,MFP iOS calorie adjustment,Ausdauer,65.0,1,,,,6891,
2024-12-22,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,902,
2024-12-23,Krafttraining (Gewichtheben),Ausdauer,352.0,71,,,,,
2024-12-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5932,
2024-12-24,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,1319,
2024-12-25,MFP iOS calorie adjustment,Ausdauer,8.0,1,,,,1138,
2024-12-26,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,455,
2024-12-27,Krafttraining (Gewichtheben),Ausdauer,443.0,76,,,,,
2024-12-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2406,
2024-12-30,Krafttraining (Gewichtheben),Ausdauer,365.0,63,,,,,
2025-01-02,Krafttraining (Gewichtheben),Ausdauer,480.0,79,,,,,
2025-01-03,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,1048,
2025-01-04,MFP iOS calorie adjustment,Ausdauer,41.0,1,,,,4362,
2025-01-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,189,
2025-01-06,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,108.0,10,,,,,
2025-01-06,Krafttraining (Gewichtheben),Ausdauer,638.0,95,,,,,
2025-01-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3782,
2025-01-07,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,126.0,12,,,,,
2025-01-07,Krafttraining (Gewichtheben),Ausdauer,464.0,68,,,,,
2025-01-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7222,
2025-01-08,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,128.0,11,,,,,
2025-01-08,Krafttraining (Gewichtheben),Ausdauer,412.0,59,,,,,
2025-01-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2233,
2025-01-09,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,115.0,11,,,,,
2025-01-09,Krafttraining (Gewichtheben),Ausdauer,558.0,87,,,,,
2025-01-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4196,
2025-01-10,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,121.0,12,,,,,
2025-01-10,Krafttraining (Gewichtheben),Ausdauer,554.0,82,,,,,
2025-01-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2384,
2025-01-11,MFP iOS calorie adjustment,Ausdauer,90.0,1,,,,6235,
2025-01-12,MFP iOS calorie adjustment,Ausdauer,23.0,1,,,,3835,
2025-01-13,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,158.0,15,,,,,
2025-01-13,Krafttraining (Gewichtheben),Ausdauer,480.0,88,,,,,
2025-01-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4073,
2025-01-14,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,213.0,20,,,,,
2025-01-14,Krafttraining (Gewichtheben),Ausdauer,577.0,97,,,,,
2025-01-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2051,
2025-01-15,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,9.0,1,,,,,
2025-01-15,Krafttraining (Gewichtheben),Ausdauer,382.0,74,,,,,
2025-01-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3013,
2025-01-16,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,182.0,19,,,,,
2025-01-16,Krafttraining (Gewichtheben),Ausdauer,444.0,87,,,,,
2025-01-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2284,
2025-01-17,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,265.0,26,,,,,
2025-01-17,Krafttraining (Gewichtheben),Ausdauer,377.0,65,,,,,
2025-01-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2615,
2025-01-18,MFP iOS calorie adjustment,Ausdauer,47.0,1,,,,4379,
2025-01-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,879,
2025-01-20,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,161.0,15,,,,,
2025-01-20,Krafttraining (Gewichtheben),Ausdauer,531.0,97,,,,,
2025-01-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1998,
2025-01-21,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,207.0,20,,,,,
2025-01-21,Krafttraining (Gewichtheben),Ausdauer,306.0,55,,,,,
2025-01-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1806,
2025-01-22,Krafttraining (Gewichtheben),Ausdauer,264.0,61,,,,,
2025-01-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2780,
2025-01-23,Krafttraining (Gewichtheben),Ausdauer,455.0,87,,,,,
2025-01-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1714,
2025-01-24,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,2555,
2025-01-25,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,226.0,22,,,,,
2025-01-25,Krafttraining (Gewichtheben),Ausdauer,349.0,68,,,,,
2025-01-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1666,
2025-01-26,Krafttraining (Gewichtheben),Ausdauer,348.0,70,,,,,
2025-01-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1895,
2025-01-27,"""Laufen (Joggen), 10,7 km/h (5,6 Min. pro km)""",Ausdauer,159.0,15,,,,,
2025-01-27,Krafttraining (Gewichtheben),Ausdauer,489.0,85,,,,,
2025-01-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6129,
2025-01-28,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,160.0,15,,,,,
2025-01-28,Krafttraining (Gewichtheben),Ausdauer,504.0,91,,,,,
2025-01-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3914,
2025-01-29,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,102.0,11,,,,,
2025-01-29,Krafttraining (Gewichtheben),Ausdauer,378.0,81,,,,,
2025-01-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2009,
2025-01-30,"""Laufen (Joggen), 11,3 km/h (5,3 Min. pro km)""",Ausdauer,200.0,19,,,,,
2025-01-30,Krafttraining (Gewichtheben),Ausdauer,495.0,109,,,,,
2025-01-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2894,
2025-01-31,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,139.0,15,,,,,
2025-01-31,Krafttraining (Gewichtheben),Ausdauer,598.0,131,,,,,
2025-01-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1706,
2025-02-01,MFP iOS calorie adjustment,Ausdauer,40.0,1,,,,3235,
2025-02-02,MFP iOS calorie adjustment,Ausdauer,4.0,1,,,,853,
2025-02-03,"""Laufen (Joggen), 10,7 km/h (5,6 Min. pro km)""",Ausdauer,145.0,16,,,,,
2025-02-03,Krafttraining (Gewichtheben),Ausdauer,402.0,109,,,,,
2025-02-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3463,
2025-02-04,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,1162,
2025-02-05,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,133.0,16,,,,,
2025-02-05,Krafttraining (Gewichtheben),Ausdauer,519.0,125,,,,,
2025-02-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3246,
2025-02-06,Krafttraining (Gewichtheben),Ausdauer,265.0,73,,,,,
2025-02-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4813,
2025-02-07,"""Laufen (Joggen), 10,7 km/h (5,6 Min. pro km)""",Ausdauer,200.0,21,,,,,
2025-02-07,Krafttraining (Gewichtheben),Ausdauer,510.0,105,,,,,
2025-02-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3164,
2025-02-08,MFP iOS calorie adjustment,Ausdauer,129.0,1,,,,8195,
2025-02-09,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,1114,
2025-02-10,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,168.0,18,,,,,
2025-02-10,Krafttraining (Gewichtheben),Ausdauer,592.0,117,,,,,
2025-02-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6322,
2025-02-11,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,145.0,16,,,,,
2025-02-11,Krafttraining (Gewichtheben),Ausdauer,361.0,83,,,,,
2025-02-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2975,
2025-02-12,Krafttraining (Gewichtheben),Ausdauer,384.0,77,,,,,
2025-02-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2429,
2025-02-13,Krafttraining (Gewichtheben),Ausdauer,578.0,123,,,,,
2025-02-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3102,
2025-02-14,Krafttraining (Gewichtheben),Ausdauer,449.0,94,,,,,
2025-02-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1616,
2025-02-15,Krafttraining (Gewichtheben),Ausdauer,355.0,74,,,,,
2025-02-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,9943,
2025-02-16,MFP iOS calorie adjustment,Ausdauer,13.0,1,,,,1191,
2025-02-17,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,235.0,32,,,,,
2025-02-17,Krafttraining (Gewichtheben),Ausdauer,427.0,99,,,,,
2025-02-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2798,
2025-02-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1700,
2025-02-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1623,
2025-02-20,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,2176,
2025-02-21,MFP iOS calorie adjustment,Ausdauer,21.0,1,,,,3962,
2025-02-22,MFP iOS calorie adjustment,Ausdauer,133.0,1,,,,8893,
2025-02-23,MFP iOS calorie adjustment,Ausdauer,73.0,1,,,,4474,
2025-02-24,MFP iOS calorie adjustment,Ausdauer,39.0,1,,,,3579,
2025-02-25,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,1474,
2025-02-26,Krafttraining (Gewichtheben),Ausdauer,402.0,72,,,,,
2025-02-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3559,
2025-02-27,Krafttraining (Gewichtheben),Ausdauer,619.0,115,,,,,
2025-02-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1378,
2025-02-28,Krafttraining (Gewichtheben),Ausdauer,416.0,80,,,,,
2025-02-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2242,
2025-03-01,MFP iOS calorie adjustment,Ausdauer,38.0,1,,,,3519,
2025-03-02,MFP iOS calorie adjustment,Ausdauer,65.0,1,,,,4132,
2025-03-03,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,270.0,29,,,,,
2025-03-03,Krafttraining (Gewichtheben),Ausdauer,496.0,89,,,,,
2025-03-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5710,
2025-03-04,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,184.0,20,,,,,
2025-03-04,Krafttraining (Gewichtheben),Ausdauer,512.0,87,,,,,
2025-03-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2596,
2025-03-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,145.0,16,,,,,
2025-03-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,8.0,6,,,,,
2025-03-05,Krafttraining (Gewichtheben),Ausdauer,434.0,71,,,,,
2025-03-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5410,
2025-03-06,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,150.0,15,,,,,
2025-03-06,Krafttraining (Gewichtheben),Ausdauer,516.0,86,,,,,
2025-03-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4053,
2025-03-07,Krafttraining (Gewichtheben),Ausdauer,563.0,87,,,,,
2025-03-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6139,
2025-03-08,Krafttraining (Gewichtheben),Ausdauer,395.0,75,,,,,
2025-03-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3764,
2025-03-09,MFP iOS calorie adjustment,Ausdauer,10.0,1,,,,1104,
2025-03-10,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,185.0,20,,,,,
2025-03-10,Krafttraining (Gewichtheben),Ausdauer,516.0,98,,,,,
2025-03-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2639,
2025-03-11,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,211.0,21,,,,,
2025-03-11,Krafttraining (Gewichtheben),Ausdauer,200.0,98,,,,,
2025-03-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3263,
2025-03-12,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,145.0,15,,,,,
2025-03-12,Krafttraining (Gewichtheben),Ausdauer,200.0,110,,,,,
2025-03-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3104,
2025-03-13,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,188.0,20,,,,,
2025-03-13,Krafttraining (Gewichtheben),Ausdauer,200.0,90,,,,,
2025-03-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5045,
2025-03-14,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,192.0,20,,,,,
2025-03-14,Krafttraining (Gewichtheben),Ausdauer,635.0,110,,,,,
2025-03-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2326,
2025-03-15,MFP iOS calorie adjustment,Ausdauer,33.0,1,,,,2449,
2025-03-16,MFP iOS calorie adjustment,Ausdauer,14.0,1,,,,1021,
2025-03-17,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,152.0,15,,,,,
2025-03-17,Krafttraining (Gewichtheben),Ausdauer,200.0,94,,,,,
2025-03-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2896,
2025-03-18,Krafttraining (Gewichtheben),Ausdauer,625.0,104,,,,,
2025-03-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2029,
2025-03-19,Krafttraining (Gewichtheben),Ausdauer,200.0,96,,,,,
2025-03-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2627,
2025-03-20,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,161.0,20,,,,,
2025-03-20,Krafttraining (Gewichtheben),Ausdauer,200.0,101,,,,,
2025-03-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3094,
2025-03-21,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,139.0,15,,,,,
2025-03-21,Krafttraining (Gewichtheben),Ausdauer,626.0,98,,,,,
2025-03-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4263,
2025-03-22,Krafttraining (Gewichtheben),Ausdauer,436.0,78,,,,,
2025-03-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2672,
2025-03-23,MFP iOS calorie adjustment,Ausdauer,80.0,1,,,,4855,
2025-03-24,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,145.0,16,,,,,
2025-03-24,Krafttraining (Gewichtheben),Ausdauer,569.0,106,,,,,
2025-03-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3830,
2025-03-25,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,147.0,16,,,,,
2025-03-25,Krafttraining (Gewichtheben),Ausdauer,713.0,124,,,,,
2025-03-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3505,
2025-03-26,Krafttraining (Gewichtheben),Ausdauer,200.0,76,,,,,
2025-03-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2036,
2025-03-27,Krafttraining (Gewichtheben),Ausdauer,416.0,67,,,,,
2025-03-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4584,
2025-03-28,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,108.0,12,,,,,
2025-03-28,Krafttraining (Gewichtheben),Ausdauer,655.0,117,,,,,
2025-03-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4685,
2025-03-29,Krafttraining (Gewichtheben),Ausdauer,295.0,61,,,,,
2025-03-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4175,
2025-03-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,131,
2025-03-31,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,248.0,31,,,,,
2025-03-31,Krafttraining (Gewichtheben),Ausdauer,508.0,108,,,,,
2025-03-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4444,
2025-04-01,Krafttraining (Gewichtheben),Ausdauer,192.0,46,,,,,
2025-04-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2038,
2025-04-02,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,111.0,14,,,,,
2025-04-02,Krafttraining (Gewichtheben),Ausdauer,528.0,108,,,,,
2025-04-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2984,
2025-04-03,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,123.0,15,,,,,
2025-04-03,Krafttraining (Gewichtheben),Ausdauer,509.0,108,,,,,
2025-04-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6647,
2025-04-04,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,97.0,12,,,,,
2025-04-04,Krafttraining (Gewichtheben),Ausdauer,451.0,102,,,,,
2025-04-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3830,
2025-04-05,"""Aerobic, allgemein""",Ausdauer,79.0,10,,,,,
2025-04-05,Krafttraining (Gewichtheben),Ausdauer,306.0,75,,,,,
2025-04-05,MFP iOS calorie adjustment,Ausdauer,12.0,1,,,,11491,
2025-04-06,MFP iOS calorie adjustment,Ausdauer,82.0,1,,,,5862,
2025-04-07,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,170.0,24,,,,,
2025-04-07,Krafttraining (Gewichtheben),Ausdauer,374.0,88,,,,,
2025-04-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7163,
2025-04-08,MFP iOS calorie adjustment,Ausdauer,32.0,1,,,,3221,
2025-04-09,Krafttraining (Gewichtheben),Ausdauer,358.0,87,,,,,
2025-04-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5476,
2025-04-10,"""Laufen (Joggen), 9,6 km/h (6,2 Min. pro km)""",Ausdauer,151.0,16,,,,,
2025-04-10,Krafttraining (Gewichtheben),Ausdauer,200.0,75,,,,,
2025-04-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2713,
2025-04-11,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,137.0,15,,,,,
2025-04-11,Krafttraining (Gewichtheben),Ausdauer,287.0,52,,,,,
2025-04-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,5241,
2025-04-12,MFP iOS calorie adjustment,Ausdauer,23.0,1,,,,2176,
2025-04-13,MFP iOS calorie adjustment,Ausdauer,29.0,1,,,,3932,
2025-04-14,Krafttraining (Gewichtheben),Ausdauer,333.0,81,,,,,
2025-04-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4693,
2025-04-15,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,118.0,13,,,,,
2025-04-15,Krafttraining (Gewichtheben),Ausdauer,368.0,81,,,,,
2025-04-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4868,
