Datum,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note
2023-08-15,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,177.0,20,,,,,
2023-08-15,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,171.0,20,,,,,
2023-08-15,"""Stepper-Heimtrainer, allgemein""",Ausdauer,173.0,16,,,,,
2023-08-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-08-16,"""Aerobic, allgemein""",Ausdauer,535.0,79,,,,,
2023-08-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-08-17,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,777.0,67,,,,,
2023-08-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-08-18,"""Aerobic, allgemein""",Ausdauer,590.0,97,,,,,
2023-08-19,MFP iOS calorie adjustment,Ausdauer,69.0,1,,,,,
2023-08-20,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,,
2023-08-22,MFP iOS calorie adjustment,Ausdauer,25.0,1,,,,,
2023-08-24,MFP iOS calorie adjustment,Ausdauer,10.0,1,,,,,
2023-08-25,MFP iOS calorie adjustment,Ausdauer,39.0,1,,,,,
2023-08-26,MFP iOS calorie adjustment,Ausdauer,89.0,1,,,,,
2023-08-27,MFP iOS calorie adjustment,Ausdauer,2.0,1,,,,,
2023-08-28,"""Aerobic, allgemein""",Ausdauer,484.0,78,,,,,
2023-08-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-08-29,"""Aerobic, allgemein""",Ausdauer,175.0,33,,,,,
2023-08-29,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,28.0,3,,,,,
2023-08-29,Crosstrainer,Ausdauer,32.0,3,,,,,
2023-08-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-08-30,Krafttraining (Gewichtheben),Ausdauer,550.0,83,,,,,
2023-08-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-08-31,Krafttraining (Gewichtheben),Ausdauer,233.0,38,,,,,
2023-08-31,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-01,Krafttraining (Gewichtheben),Ausdauer,532.0,82,,,,,
2023-09-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-02,MFP iOS calorie adjustment,Ausdauer,35.0,1,,,,,
2023-09-03,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,265.0,61,,,,,
2023-09-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-04,Krafttraining (Gewichtheben),Ausdauer,672.0,111,,,,,
2023-09-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-05,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,373.0,38,,,,,
2023-09-05,Crosstrainer,Ausdauer,218.0,21,,,,,
2023-09-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-06,Krafttraining (Gewichtheben),Ausdauer,556.0,96,,,,,
2023-09-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-07,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,218.0,30,,,,,
2023-09-07,Crosstrainer,Ausdauer,283.0,31,,,,,
2023-09-07,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,,
2023-09-08,MFP iOS calorie adjustment,Ausdauer,81.0,1,,,,,
2023-09-09,"""Aerobic, allgemein""",Ausdauer,507.0,43,,,,,
2023-09-09,MFP iOS calorie adjustment,Ausdauer,41.0,1,,,,,
2023-09-10,MFP iOS calorie adjustment,Ausdauer,86.0,1,,,,,
2023-09-11,Krafttraining (Gewichtheben),Ausdauer,497.0,72,,,,,
2023-09-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-12,Krafttraining (Gewichtheben),Ausdauer,188.0,31,,,,,
2023-09-12,MFP iOS calorie adjustment,Ausdauer,71.0,1,,,,,
2023-09-13,Krafttraining (Gewichtheben),Ausdauer,476.0,88,,,,,
2023-09-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-14,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,629.0,64,,,,,
2023-09-14,MFP iOS calorie adjustment,Ausdauer,24.0,1,,,,,
2023-09-15,Krafttraining (Gewichtheben),Ausdauer,616.0,82,,,,,
2023-09-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-16,Krafttraining (Gewichtheben),Ausdauer,143.0,29,,,,,
2023-09-16,MFP iOS calorie adjustment,Ausdauer,144.0,1,,,,,
2023-09-17,MFP iOS calorie adjustment,Ausdauer,71.0,1,,,,,
2023-09-18,Krafttraining (Gewichtheben),Ausdauer,490.0,81,,,,,
2023-09-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-19,MFP iOS calorie adjustment,Ausdauer,190.0,1,,,,,
2023-09-20,Krafttraining (Gewichtheben),Ausdauer,458.0,77,,,,,
2023-09-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-21,Krafttraining (Gewichtheben),Ausdauer,201.0,34,,,,,
2023-09-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-22,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,,
2023-09-23,MFP iOS calorie adjustment,Ausdauer,19.0,1,,,,,
2023-09-24,MFP iOS calorie adjustment,Ausdauer,99.0,1,,,,,
2023-09-25,MFP iOS calorie adjustment,Ausdauer,17.0,1,,,,,
2023-09-26,Krafttraining (Gewichtheben),Ausdauer,381.0,63,,,,,
2023-09-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-27,Krafttraining (Gewichtheben),Ausdauer,455.0,79,,,,,
2023-09-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-28,MFP iOS calorie adjustment,Ausdauer,107.0,1,,,,,
2023-09-29,Krafttraining (Gewichtheben),Ausdauer,585.0,83,,,,,
2023-09-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-09-30,MFP iOS calorie adjustment,Ausdauer,18.0,1,,,,,
2023-10-01,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,,
2023-10-02,MFP iOS calorie adjustment,Ausdauer,43.0,1,,,,,
2023-10-03,MFP iOS calorie adjustment,Ausdauer,9.0,1,,,,,
2023-10-04,Krafttraining (Gewichtheben),Ausdauer,501.0,90,,,,,
2023-10-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-05,Krafttraining (Gewichtheben),Ausdauer,300.0,49,,,,,
2023-10-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-06,Krafttraining (Gewichtheben),Ausdauer,526.0,93,,,,,
2023-10-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-07,"""Aerobic, allgemein""",Ausdauer,468.0,44,,,,,
2023-10-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-08,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,653.0,134,,,,,
2023-10-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-09,Krafttraining (Gewichtheben),Ausdauer,508.0,86,,,,,
2023-10-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-10,Krafttraining (Gewichtheben),Ausdauer,326.0,48,,,,,
2023-10-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-11,Krafttraining (Gewichtheben),Ausdauer,495.0,87,,,,,
2023-10-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-12,Krafttraining (Gewichtheben),Ausdauer,239.0,46,,,,,
2023-10-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-13,Krafttraining (Gewichtheben),Ausdauer,587.0,89,,,,,
2023-10-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-14,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,366.0,86,,,,,
2023-10-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-15,MFP iOS calorie adjustment,Ausdauer,6.0,1,,,,,
2023-10-16,Krafttraining (Gewichtheben),Ausdauer,458.0,83,,,,,
2023-10-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-17,MFP iOS calorie adjustment,Ausdauer,37.0,1,,,,,
2023-10-18,Krafttraining (Gewichtheben),Ausdauer,491.0,88,,,,,
2023-10-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-19,Krafttraining (Gewichtheben),Ausdauer,281.0,42,,,,,
2023-10-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-20,Krafttraining (Gewichtheben),Ausdauer,603.0,100,,,,,
2023-10-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-21,MFP iOS calorie adjustment,Ausdauer,69.0,1,,,,,
2023-10-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-23,Krafttraining (Gewichtheben),Ausdauer,675.0,104,,,,,
2023-10-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-24,Krafttraining (Gewichtheben),Ausdauer,301.0,49,,,,,
2023-10-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2023-10-25,Krafttraining (Gewichtheben),Ausdauer,679.0,110,,,,,
2023-10-26,Krafttraining (Gewichtheben),Ausdauer,450.0,52,,,,,
2023-10-27,Krafttraining (Gewichtheben),Ausdauer,368.0,55,,,,,
2023-10-31,Krafttraining (Gewichtheben),Ausdauer,394.0,43,,,,,
2023-10-31,Krafttraining (Gewichtheben),Ausdauer,311.0,40,,,,,
2023-11-03,Krafttraining (Gewichtheben),Ausdauer,634.0,104,,,,,
2023-11-04,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,718.0,62,,,,,
2023-11-05,Krafttraining (Gewichtheben),Ausdauer,504.0,88,,,,,
2023-11-07,Krafttraining (Gewichtheben),Ausdauer,654.0,100,,,,,
2023-11-09,Krafttraining (Gewichtheben),Ausdauer,661.0,102,,,,,
2023-11-10,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,638.0,69,,,,,
2023-11-12,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,743.0,126,,,,,
2023-11-24,Krafttraining (Gewichtheben),Ausdauer,615.0,97,,,,,
2023-11-25,Crosstrainer,Ausdauer,384.0,30,,,,,
2023-12-28,MFP iOS calorie adjustment,Ausdauer,5.0,1,,,,,
2023-12-29,MFP iOS calorie adjustment,Ausdauer,239.0,1,,,,,
2023-12-30,MFP iOS calorie adjustment,Ausdauer,273.0,1,,,,,
2023-12-31,MFP iOS calorie adjustment,Ausdauer,195.0,1,,,,,
2024-01-01,MFP iOS calorie adjustment,Ausdauer,104.0,1,,,,,
2024-01-02,MFP iOS calorie adjustment,Ausdauer,43.0,1,,,,,
2024-01-03,MFP iOS calorie adjustment,Ausdauer,37.0,1,,,,,
2024-01-04,MFP iOS calorie adjustment,Ausdauer,1.0,1,,,,,
2024-01-05,MFP iOS calorie adjustment,Ausdauer,23.0,1,,,,,
2024-01-06,Crosstrainer,Ausdauer,152.0,11,,,,,
2024-01-06,Krafttraining (Gewichtheben),Ausdauer,482.0,54,,,,,
2024-01-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-07,"""Gehen, 12,5 min. pro km, mäßiges Tempo""",Ausdauer,540.0,97,,,,,
2024-01-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-08,Crosstrainer,Ausdauer,213.0,16,,,,,
2024-01-08,Krafttraining (Gewichtheben),Ausdauer,581.0,71,,,,,
2024-01-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-09,"""Rudern, mit Rudergerät, mäßige Anstrengung""",Ausdauer,126.0,10,,,,,
2024-01-09,Krafttraining (Gewichtheben),Ausdauer,317.0,40,,,,,
2024-01-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-10,Crosstrainer,Ausdauer,455.0,39,,,,,
2024-01-10,MFP iOS calorie adjustment,Ausdauer,75.0,1,,,,,
2024-01-11,Crosstrainer,Ausdauer,267.0,20,,,,,
2024-01-11,Krafttraining (Gewichtheben),Ausdauer,576.0,79,,,,,
2024-01-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-12,Krafttraining (Gewichtheben),Ausdauer,267.0,42,,,,,
2024-01-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-13,Crosstrainer,Ausdauer,380.0,30,,,,,
2024-01-13,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-14,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,243.0,21,,,,,
2024-01-14,Crosstrainer,Ausdauer,229.0,18,,,,,
2024-01-14,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-15,Krafttraining (Gewichtheben),Ausdauer,569.0,85,,,,,
2024-01-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-16,"""Rudern, mit Rudergerät, mäßige Anstrengung""",Ausdauer,127.0,10,,,,,
2024-01-16,Krafttraining (Gewichtheben),Ausdauer,308.0,46,,,,,
2024-01-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-17,Crosstrainer,Ausdauer,700.0,60,,,,,
2024-01-17,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-18,Crosstrainer,Ausdauer,255.0,21,,,,,
2024-01-18,Krafttraining (Gewichtheben),Ausdauer,485.0,85,,,,,
2024-01-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-19,"""Rudern, mit Rudergerät, mäßige Anstrengung""",Ausdauer,138.0,12,,,,,
2024-01-19,Krafttraining (Gewichtheben),Ausdauer,364.0,51,,,,,
2024-01-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-20,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,351.0,31,,,,,
2024-01-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-21,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,150.0,15,,,,,
2024-01-21,Crosstrainer,Ausdauer,363.0,30,,,,,
2024-01-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-22,Crosstrainer,Ausdauer,185.0,15,,,,,
2024-01-22,Krafttraining (Gewichtheben),Ausdauer,524.0,109,,,,,
2024-01-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-23,"""Gehen, 18,5 Min. pro km, langsamer Gang""",Ausdauer,145.0,30,,,,,
2024-01-23,"""Rudern, mit Rudergerät, mäßige Anstrengung""",Ausdauer,177.0,16,,,,,
2024-01-23,Krafttraining (Gewichtheben),Ausdauer,360.0,57,,,,,
2024-01-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-24,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,216.0,19,,,,,
2024-01-24,"""Laufen (Joggen), 8,4 km/h (7,2 Min. pro km)""",Ausdauer,389.0,34,,,,,
2024-01-24,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-25,"""Gehen, 15 Min. pro km, gemütlicher Gang""",Ausdauer,291.0,57,,,,,
2024-01-25,Crosstrainer,Ausdauer,118.0,10,,,,,
2024-01-25,Krafttraining (Gewichtheben),Ausdauer,490.0,93,,,,,
2024-01-25,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-26,"""Rudern, mit Rudergerät, mäßige Anstrengung""",Ausdauer,121.0,10,,,,,
2024-01-26,Krafttraining (Gewichtheben),Ausdauer,357.0,57,,,,,
2024-01-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-27,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,281.0,30,,,,,
2024-01-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-28,"""Gehen, 12,5 min. pro km, mäßiges Tempo""",Ausdauer,544.0,102,,,,,
2024-01-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-29,Crosstrainer,Ausdauer,128.0,11,,,,,
2024-01-29,Krafttraining (Gewichtheben),Ausdauer,568.0,99,,,,,
2024-01-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-30,"""Rudern, mit Rudergerät, mäßige Anstrengung""",Ausdauer,167.0,15,,,,,
2024-01-30,Krafttraining (Gewichtheben),Ausdauer,578.0,80,,,,,
2024-01-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-01-31,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,499.0,60,,,,,
2024-01-31,MFP iOS calorie adjustment,Ausdauer,83.0,1,,,,,
2024-02-01,Crosstrainer,Ausdauer,235.0,18,,,,,
2024-02-01,Krafttraining (Gewichtheben),Ausdauer,638.0,100,,,,,
2024-02-01,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-02,"""Rudern, mit Rudergerät, mäßige Anstrengung""",Ausdauer,147.0,15,,,,,
2024-02-02,Krafttraining (Gewichtheben),Ausdauer,516.0,80,,,,,
2024-02-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-03,"""Gehen, 18,5 Min. pro km, langsamer Gang""",Ausdauer,367.0,86,,,,,
2024-02-03,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,503.0,59,,,,,
2024-02-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-04,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,314.0,30,,,,,
2024-02-04,Crosstrainer,Ausdauer,343.0,30,,,,,
2024-02-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-05,Crosstrainer,Ausdauer,237.0,21,,,,,
2024-02-05,Krafttraining (Gewichtheben),Ausdauer,520.0,103,,,,,
2024-02-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-06,"""Rudern, mit Rudergerät, mäßige Anstrengung""",Ausdauer,162.0,15,,,,,
2024-02-06,Krafttraining (Gewichtheben),Ausdauer,516.0,76,,,,,
2024-02-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-07,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,351.0,59,,,,,
2024-02-07,Crosstrainer,Ausdauer,400.0,30,,,,,
2024-02-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-08,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,159.0,15,,,,,
2024-02-08,Krafttraining (Gewichtheben),Ausdauer,547.0,102,,,,,
2024-02-08,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-09,Krafttraining (Gewichtheben),Ausdauer,261.0,47,,,,,
2024-02-09,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-10,"""Gehen, 18,5 Min. pro km, langsamer Gang""",Ausdauer,1153.0,282,,,,,
2024-02-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-11,MFP iOS calorie adjustment,Ausdauer,24.0,1,,,,,
2024-02-12,MFP iOS calorie adjustment,Ausdauer,35.0,1,,,,,
2024-02-13,MFP iOS calorie adjustment,Ausdauer,4.0,1,,,,,
2024-02-14,MFP iOS calorie adjustment,Ausdauer,60.0,1,,,,,
2024-02-15,MFP iOS calorie adjustment,Ausdauer,147.0,1,,,,,
2024-02-16,"""Schwimmen, Wassertreten, mäßig""",Ausdauer,218.0,32,,,,,
2024-02-16,Krafttraining (Gewichtheben),Ausdauer,597.0,86,,,,,
2024-02-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-17,MFP iOS calorie adjustment,Ausdauer,44.0,1,,,,,
2024-02-18,"""Schwimmen, Freistil, leichte/mäßige Anstrengung""",Ausdauer,218.0,52,,,,,
2024-02-18,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-19,Crosstrainer,Ausdauer,186.0,15,,,,,
2024-02-19,Krafttraining (Gewichtheben),Ausdauer,632.0,98,,,,,
2024-02-19,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-20,Krafttraining (Gewichtheben),Ausdauer,499.0,69,,,,,
2024-02-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-21,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,318.0,30,,,,,
2024-02-21,Crosstrainer,Ausdauer,366.0,30,,,,,
2024-02-21,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-22,"""Fahrradfahren,​ < 16 km/​h,​ Freizeit""",Ausdauer,162.0,15,,,,,
2024-02-22,Krafttraining (Gewichtheben),Ausdauer,592.0,98,,,,,
2024-02-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-23,Krafttraining (Gewichtheben),Ausdauer,442.0,58,,,,,
2024-02-23,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-24,Crosstrainer,Ausdauer,278.0,30,,,,,
2024-02-24,MFP iOS calorie adjustment,Ausdauer,7.0,1,,,,,
2024-02-25,Crosstrainer,Ausdauer,217.0,30,,,,,
2024-02-25,MFP iOS calorie adjustment,Ausdauer,2.0,1,,,,,
2024-02-26,Krafttraining (Gewichtheben),Ausdauer,411.0,58,,,,,
2024-02-26,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-02-27,MFP iOS calorie adjustment,Ausdauer,69.0,1,,,,,
2024-02-28,MFP iOS calorie adjustment,Ausdauer,95.0,1,,,,,
2024-02-29,Crosstrainer,Ausdauer,86.0,7,,,,,
2024-02-29,Krafttraining (Gewichtheben),Ausdauer,692.0,99,,,,,
2024-02-29,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-03-01,Krafttraining (Gewichtheben),Ausdauer,357.0,53,,,,,
2024-03-01,MFP iOS calorie adjustment,Ausdauer,23.0,1,,,,,
2024-03-02,MFP iOS calorie adjustment,Ausdauer,97.0,1,,,,,
2024-03-03,MFP iOS calorie adjustment,Ausdauer,4.0,1,,,,,
2024-03-04,Krafttraining (Gewichtheben),Ausdauer,558.0,91,,,,,
2024-03-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-03-05,Krafttraining (Gewichtheben),Ausdauer,287.0,54,,,,,
2024-03-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-03-06,MFP iOS calorie adjustment,Ausdauer,48.0,1,,,,,
2024-03-07,Krafttraining (Gewichtheben),Ausdauer,566.0,94,,,,,
2024-03-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-03-08,MFP iOS calorie adjustment,Ausdauer,77.0,1,,,,,
2024-03-09,MFP iOS calorie adjustment,Ausdauer,61.0,1,,,,,
2024-03-11,Krafttraining (Gewichtheben),Ausdauer,131.0,28,,,,,
2024-03-14,Krafttraining (Gewichtheben),Ausdauer,597.0,98,,,,,
2024-03-15,Krafttraining (Gewichtheben),Ausdauer,476.0,54,,,,,
2024-03-18,"""Fahrradfahren, Radfahren (Fahrrad, BMX oder Mountainbike) """,Ausdauer,4.0,1,,,,,
2024-03-19,"""Skifahren, Schnee, allgemein""",Ausdauer,396.0,47,,,,,
2024-03-20,"""Skifahren, Schnee, allgemein""",Ausdauer,282.0,29,,,,,
2024-03-20,"""Skifahren, Schnee, allgemein""",Ausdauer,782.0,122,,,,,
2024-03-20,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-03-21,MFP iOS calorie adjustment,Ausdauer,115.0,1,,,,,
2024-03-22,"""Skifahren, Schnee, allgemein""",Ausdauer,705.0,102,,,,,
2024-03-22,"""Skifahren, Schnee, allgemein""",Ausdauer,568.0,87,,,,,
2024-03-22,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,,
2024-03-24,MFP iOS calorie adjustment,Ausdauer,16.0,1,,,,1025,
2024-03-25,MFP iOS calorie adjustment,Ausdauer,4.0,1,,,,1315,
2024-03-26,MFP iOS calorie adjustment,Ausdauer,67.0,1,,,,9932,
2024-03-27,Krafttraining (Gewichtheben),Ausdauer,490.0,65,,,,,
2024-03-27,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4268,
2024-03-28,Krafttraining (Gewichtheben),Ausdauer,287.0,42,,,,,
2024-03-28,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3185,
2024-03-29,MFP iOS calorie adjustment,Ausdauer,33.0,1,,,,2087,
2024-03-30,Krafttraining (Gewichtheben),Ausdauer,364.0,48,,,,,
2024-03-30,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2413,
2024-03-31,MFP iOS calorie adjustment,Ausdauer,24.0,1,,,,2292,
2024-04-01,MFP iOS calorie adjustment,Ausdauer,35.0,1,,,,2986,
2024-04-02,Krafttraining (Gewichtheben),Ausdauer,398.0,57,,,,,
2024-04-02,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,1989,
2024-04-03,Krafttraining (Gewichtheben),Ausdauer,360.0,51,,,,,
2024-04-03,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3658,
2024-04-04,Krafttraining (Gewichtheben),Ausdauer,435.0,53,,,,,
2024-04-04,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2412,
2024-04-05,Krafttraining (Gewichtheben),Ausdauer,431.0,58,,,,,
2024-04-05,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3241,
2024-04-06,Krafttraining (Gewichtheben),Ausdauer,406.0,59,,,,,
2024-04-06,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,6819,
2024-04-07,Krafttraining (Gewichtheben),Ausdauer,420.0,52,,,,,
2024-04-07,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,354,
2024-04-08,Krafttraining (Gewichtheben),Ausdauer,436.0,60,,,,,
2024-04-09,Krafttraining (Gewichtheben),Ausdauer,412.0,56,,,,,
2024-04-10,Krafttraining (Gewichtheben),Ausdauer,371.0,51,,,,,
2024-04-10,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4060,
2024-04-11,Krafttraining (Gewichtheben),Ausdauer,444.0,58,,,,,
2024-04-11,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,4773,
2024-04-12,Krafttraining (Gewichtheben),Ausdauer,450.0,68,,,,,
2024-04-12,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,2358,
2024-04-13,MFP iOS calorie adjustment,Ausdauer,193.0,1,,,,13731,
2024-04-14,MFP iOS calorie adjustment,Ausdauer,8.0,1,,,,890,
2024-04-15,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,119.0,10,,,,,
2024-04-15,Krafttraining (Gewichtheben),Ausdauer,397.0,63,,,,,
2024-04-15,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,7262,
2024-04-16,"""Laufen (Joggen), 8 km/h (7,5 Min. pro km)""",Ausdauer,107.0,10,,,,,
2024-04-16,Krafttraining (Gewichtheben),Ausdauer,445.0,61,,,,,
2024-04-16,MFP iOS calorie adjustment,Ausdauer,0.0,1,,,,3774,
